"IPR","gene","description"
"IPR022383","EfaB_MINUS_16742.g1482","Lactate/malate dehydrogenase, C-terminal"
"IPR022398","EfaB_PLUS_25398.g2087","Peptidase S8, subtilisin, His-active site"
"IPR022398","EfaB_PLUS_39892.g2559","Peptidase S8, subtilisin, His-active site"
"IPR022398","EfaB_MINUS_20371.g1783","Peptidase S8, subtilisin, His-active site"
"IPR022398","EfaB_PLUS_13227.g1147","Peptidase S8, subtilisin, His-active site"
"IPR022398","EfaB_PLUS_800.g89","Peptidase S8, subtilisin, His-active site"
"IPR022417","EfaB_MINUS_26831.g2261","Porphobilinogen deaminase, N-terminal"
"IPR022418","EfaB_MINUS_26831.g2261","Porphobilinogen deaminase, C-terminal"
"IPR022419","EfaB_MINUS_26831.g2261","Porphobilinogen deaminase, dipyrromethane cofactor binding site"
"IPR022495","EfaB_MINUS_11280.g995","Kinase-associated endopeptidase 1, Bud32"
"IPR022535","EfaB_MINUS_3881.g378","Golgi pH regulator, conserved domain"
"IPR022581","EfaB_MINUS_28918.g2343","Spt5 transcription elongation factor, N-terminal"
"IPR022591","EfaB_PLUS_17400.g1501","Transcription initiation factor TFIID subunit 1, domain of unknown function"
"IPR022617","EfaB_PLUS_32574.g2374","Small ubiquitin-related modifier, SUMO"
"IPR022628","EfaB_PLUS_16835.g1428","S-adenosylmethionine synthetase, N-terminal"
"IPR022629","EfaB_PLUS_16835.g1428","S-adenosylmethionine synthetase, central domain"
"IPR022631","EfaB_PLUS_16835.g1428","S-adenosylmethionine synthetase, conserved site"
"IPR022636","EfaB_PLUS_16835.g1428","S-adenosylmethionine synthetase superfamily"
"IPR022648","EfaB_MINUS_43533.g2728","Proliferating cell nuclear antigen, PCNA, N-terminal"
"IPR022648","EfaB_MINUS_52892.g2874","Proliferating cell nuclear antigen, PCNA, N-terminal"
"IPR022649","EfaB_MINUS_52892.g2874","Proliferating cell nuclear antigen, PCNA, C-terminal"
"IPR022649","EfaB_MINUS_43533.g2728","Proliferating cell nuclear antigen, PCNA, C-terminal"
"IPR022659","EfaB_MINUS_52892.g2874","Proliferating cell nuclear antigen, PCNA, conserved site"
"IPR022666","EfaB_MINUS_5792.g547","Ribosomal Proteins L2, RNA binding domain"
"IPR022669","EfaB_MINUS_5792.g547","Ribosomal protein L2, C-terminal"
"IPR022671","EfaB_MINUS_5792.g547","Ribosomal protein L2, conserved site"
"IPR022672","EfaB_PLUS_56725.g2829","Hexokinase, N-terminal"
"IPR022673","EfaB_PLUS_56725.g2829","Hexokinase, C-terminal"
"IPR022674","EfaB_MINUS_27413.g2293","Glucose-6-phosphate dehydrogenase, NAD-binding"
"IPR022675","EfaB_MINUS_27413.g2293","Glucose-6-phosphate dehydrogenase, C-terminal"
"IPR022676","EfaB_MINUS_15899.g1467","Myristoyl-CoA:protein N-myristoyltransferase, N-terminal"
"IPR022677","EfaB_MINUS_15899.g1467","Myristoyl-CoA:protein N-myristoyltransferase, C-terminal"
"IPR022678","EfaB_MINUS_15899.g1467","Myristoyl-CoA:protein N-myristoyltransferase, conserved site"
"IPR022682","EfaB_PLUS_22450.g1823","Peptidase C2, calpain, large subunit, domain III"
"IPR022682","EfaB_PLUS_42416.g2587","Peptidase C2, calpain, large subunit, domain III"
"IPR022683","EfaB_PLUS_22450.g1823","Peptidase C2, calpain, domain III"
"IPR022694","EfaB_PLUS_20412.g1746","3-hydroxyacyl-CoA dehydrogenase"
"IPR022702","EfaB_MINUS_2387.g280","DNA (cytosine-5)-methyltransferase 1, replication foci domain"
"IPR022712","EfaB_MINUS_5792.g526","Beta-Casp domain"
"IPR022712","EfaB_PLUS_10358.g903","Beta-Casp domain"
"IPR022761","EfaB_MINUS_17907.g1648","Lyase 1, N-terminal"
"IPR022764","EfaB_PLUS_4114.g415","Peptidase S54, rhomboid domain"
"IPR022764","EfaB_PLUS_40565.g2570","Peptidase S54, rhomboid domain"
"IPR022764","EfaB_MINUS_14978.g1278","Peptidase S54, rhomboid domain"
"IPR022764","EfaB_PLUS_3469.g377","Peptidase S54, rhomboid domain"
"IPR022764","EfaB_PLUS_5792.g542","Peptidase S54, rhomboid domain"
"IPR022775","EfaB_MINUS_34010.g2558","AP complex, mu/sigma subunit"
"IPR022775","EfaB_PLUS_15576.g1291","AP complex, mu/sigma subunit"
"IPR022775","EfaB_MINUS_33184.g2490","AP complex, mu/sigma subunit"
"IPR022775","EfaB_MINUS_37748.g2606","AP complex, mu/sigma subunit"
"IPR022775","EfaB_MINUS_20371.g1792","AP complex, mu/sigma subunit"
"IPR022780","EfaB_MINUS_8675.g862","Dynein family light intermediate chain"
"IPR022783","EfaB_MINUS_17096.g1522","GC-rich sequence DNA-binding factor domain"
"IPR022803","EfaB_PLUS_800.g77","Ribosomal protein L5 domain"
"IPR022812","EfaB_PLUS_10331.g901","Dynamin"
"IPR022812","EfaB_PLUS_50714.g2738","Dynamin"
"IPR022816","EfaB_MINUS_1527.g196","Condensin complex subunit 2/barren"
"IPR022878","EfaB_PLUS_12065.g1041","V-type ATP synthase catalytic subunit A/alpha"
"IPR022879","EfaB_PLUS_26831.g2171","V-type ATP synthase regulatory subunit B/beta"
"IPR022896","EfaB_MINUS_18749.g1666","Triosephosphate isomerase, bacterial/eukaryotic"
"IPR022953","EfaB_MINUS_25019.g2112","Phosphofructokinase"
"IPR022953","EfaB_PLUS_15724.g1357","Phosphofructokinase"
"IPR022955","EfaB_PLUS_2336.g253","GMP synthase"
"IPR022966","EfaB_MINUS_10843.g940","Ribonuclease II/R, conserved site"
"IPR022966","EfaB_MINUS_18749.g1670","Ribonuclease II/R, conserved site"
"IPR022967","EfaB_MINUS_7742.g743","RNA-binding domain, S1"
"IPR022967","EfaB_PLUS_13441.g1182","RNA-binding domain, S1"
"IPR022967","EfaB_MINUS_9917.g906","RNA-binding domain, S1"
"IPR022967","EfaB_MINUS_28261.g2336","RNA-binding domain, S1"
"IPR022967","EfaB_PLUS_56725.g2823","RNA-binding domain, S1"
"IPR022967","EfaB_MINUS_15648.g1368","RNA-binding domain, S1"
"IPR023005","EfaB_PLUS_50054.g2729","Nucleoside diphosphate kinase, active site"
"IPR023031","EfaB_PLUS_52892.g2763","Orotate phosphoribosyltransferase"
"IPR023033","EfaB_MINUS_1101.g169","Alanyl-tRNA synthetase, eukaryota/bacteria"
"IPR023079","EfaB_MINUS_40637.g2680","Sedoheptulose-1,7-bisphosphatase"
"IPR023088","EfaB_MINUS_25458.g2191","3'5'-cyclic nucleotide phosphodiesterase"
"IPR023088","EfaB_PLUS_42416.g2593","3'5'-cyclic nucleotide phosphodiesterase"
"IPR023088","EfaB_PLUS_20371.g1638","3'5'-cyclic nucleotide phosphodiesterase"
"IPR023088","EfaB_PLUS_15349.g1265","3'5'-cyclic nucleotide phosphodiesterase"
"IPR023088","EfaB_MINUS_23272.g2045","3'5'-cyclic nucleotide phosphodiesterase"
"IPR023088","EfaB_PLUS_7742.g794","3'5'-cyclic nucleotide phosphodiesterase"
"IPR023088","EfaB_PLUS_1054.g122","3'5'-cyclic nucleotide phosphodiesterase"
"IPR023088","EfaB_MINUS_25052.g2124","3'5'-cyclic nucleotide phosphodiesterase"
"IPR023088","EfaB_MINUS_17907.g1631","3'5'-cyclic nucleotide phosphodiesterase"
"IPR023088","EfaB_MINUS_10843.g948","3'5'-cyclic nucleotide phosphodiesterase"
"IPR023091","EfaB_MINUS_15349.g1288","Metalloprotease catalytic domain, predicted"
"IPR023096","EfaB_MINUS_39892.g2651","Phosphoglucose isomerase, C-terminal"
"IPR023097","EfaB_PLUS_25052.g2033","Tex RuvX-like domain"
"IPR023114","EfaB_PLUS_20437.g1751","Elongated TPR repeat-containing domain"
"IPR023114","EfaB_MINUS_11882.g1038","Elongated TPR repeat-containing domain"
"IPR023114","EfaB_PLUS_13201.g1091","Elongated TPR repeat-containing domain"
"IPR023114","EfaB_MINUS_13227.g1185","Elongated TPR repeat-containing domain"
"IPR023114","EfaB_MINUS_27383.g2272","Elongated TPR repeat-containing domain"
"IPR023114","EfaB_MINUS_228.g14","Elongated TPR repeat-containing domain"
"IPR023114","EfaB_PLUS_23210.g1936","Elongated TPR repeat-containing domain"
"IPR023115","EfaB_PLUS_15349.g1261","Translation initiation factor IF- 2, domain 3"
"IPR023115","EfaB_MINUS_5788.g517","Translation initiation factor IF- 2, domain 3"
"IPR023115","EfaB_PLUS_7048.g675","Translation initiation factor IF- 2, domain 3"
"IPR023115","EfaB_MINUS_25398.g2166","Translation initiation factor IF- 2, domain 3"
"IPR023123","EfaB_PLUS_800.g68","Tubulin, C-terminal"
"IPR023123","EfaB_MINUS_22732.g1960","Tubulin, C-terminal"
"IPR023123","EfaB_MINUS_22960.g1972","Tubulin, C-terminal"
"IPR023123","EfaB_PLUS_32658.g2380","Tubulin, C-terminal"
"IPR023123","EfaB_MINUS_24117.g2080","Tubulin, C-terminal"
"IPR023123","EfaB_PLUS_3469.g348","Tubulin, C-terminal"
"IPR023150","EfaB_MINUS_6743.g600","Double Clp-N motif"
"IPR023150","EfaB_PLUS_4114.g407","Double Clp-N motif"
"IPR023150","EfaB_MINUS_6743.g621","Double Clp-N motif"
"IPR023160","EfaB_PLUS_7742.g734","Ribonuclease HII, helix-loop-helix cap domain"
"IPR023165","EfaB_PLUS_26792.g2164","rRNA adenine dimethylase-like"
"IPR023170","EfaB_MINUS_17702.g1587","Helix-turn-helix, base-excision DNA repair, C-terminal"
"IPR023173","EfaB_PLUS_193.g5","NADPH-cytochrome p450 reductase, FAD-binding, alpha-helical domain-3"
"IPR023173","EfaB_MINUS_7742.g776","NADPH-cytochrome p450 reductase, FAD-binding, alpha-helical domain-3"
"IPR023174","EfaB_MINUS_25052.g2124","3'5'-cyclic nucleotide phosphodiesterase, conserved site"
"IPR023174","EfaB_MINUS_17907.g1631","3'5'-cyclic nucleotide phosphodiesterase, conserved site"
"IPR023174","EfaB_MINUS_10843.g948","3'5'-cyclic nucleotide phosphodiesterase, conserved site"
"IPR023174","EfaB_MINUS_23272.g2045","3'5'-cyclic nucleotide phosphodiesterase, conserved site"
"IPR023174","EfaB_PLUS_15349.g1265","3'5'-cyclic nucleotide phosphodiesterase, conserved site"
"IPR023174","EfaB_PLUS_7742.g794","3'5'-cyclic nucleotide phosphodiesterase, conserved site"
"IPR023174","EfaB_PLUS_20371.g1638","3'5'-cyclic nucleotide phosphodiesterase, conserved site"
"IPR023174","EfaB_PLUS_42416.g2593","3'5'-cyclic nucleotide phosphodiesterase, conserved site"
"IPR023174","EfaB_MINUS_17907.g1598","3'5'-cyclic nucleotide phosphodiesterase, conserved site"
"IPR023174","EfaB_PLUS_1054.g122","3'5'-cyclic nucleotide phosphodiesterase, conserved site"
"IPR023179","EfaB_PLUS_25190.g2073","GTP-binding protein, orthogonal bundle domain"
"IPR023179","EfaB_MINUS_10358.g919","GTP-binding protein, orthogonal bundle domain"
"IPR023179","EfaB_MINUS_24117.g2083","GTP-binding protein, orthogonal bundle domain"
"IPR023179","EfaB_MINUS_43533.g2756","GTP-binding protein, orthogonal bundle domain"
"IPR023184","EfaB_MINUS_25458.g2194","Ubiquinol-cytochrome C reductase hinge domain"
"IPR023190","EfaB_MINUS_22284.g1907","Phosphoserine phosphatase, domain 2"
"IPR023192","EfaB_MINUS_228.g9","TGS-like domain"
"IPR023193","EfaB_PLUS_32574.g2376","3-phosphoshikimate 1-carboxyvinyltransferase, conserved site"
"IPR023194","EfaB_PLUS_31746.g2333","Eukaryotic translation initiation factor 3-like domain"
"IPR023201","EfaB_PLUS_33184.g2403","SecY subunit domain"
"IPR023210","EfaB_PLUS_13222.g1111","NADP-dependent oxidoreductase domain"
"IPR023210","EfaB_PLUS_26415.g2151","NADP-dependent oxidoreductase domain"
"IPR023210","EfaB_MINUS_21840.g1884","NADP-dependent oxidoreductase domain"
"IPR023210","EfaB_MINUS_21840.g1883","NADP-dependent oxidoreductase domain"
"IPR023210","EfaB_MINUS_56725.g2958","NADP-dependent oxidoreductase domain"
"IPR023211","EfaB_PLUS_17907.g1550","DNA polymerase, palm domain"
"IPR023211","EfaB_PLUS_33184.g2383","DNA polymerase, palm domain"
"IPR023213","EfaB_MINUS_1001.g116","Chloramphenicol acetyltransferase-like domain"
"IPR023213","EfaB_PLUS_31498.g2325","Chloramphenicol acetyltransferase-like domain"
"IPR023213","EfaB_PLUS_15899.g1412","Chloramphenicol acetyltransferase-like domain"
"IPR023214","EfaB_PLUS_15724.g1356","HAD-like domain"
"IPR023214","EfaB_PLUS_22284.g1815","HAD-like domain"
"IPR023214","EfaB_PLUS_15349.g1257","HAD-like domain"
"IPR023214","EfaB_MINUS_40565.g2659","HAD-like domain"
"IPR023214","EfaB_MINUS_22284.g1907","HAD-like domain"
"IPR023214","EfaB_PLUS_25019.g2032","HAD-like domain"
"IPR023214","EfaB_MINUS_30201.g2359","HAD-like domain"
"IPR023214","EfaB_PLUS_14053.g1199","HAD-like domain"
"IPR023214","EfaB_PLUS_26415.g2153","HAD-like domain"
"IPR023214","EfaB_PLUS_15576.g1282","HAD-like domain"
"IPR023214","EfaB_MINUS_18472.g1656","HAD-like domain"
"IPR023214","EfaB_PLUS_720.g58","HAD-like domain"
"IPR023214","EfaB_PLUS_19717.g1619","HAD-like domain"
"IPR023214","EfaB_MINUS_31498.g2421","HAD-like domain"
"IPR023214","EfaB_MINUS_31151.g2374","HAD-like domain"
"IPR023214","EfaB_PLUS_52892.g2753","HAD-like domain"
"IPR023214","EfaB_MINUS_25177.g2146","HAD-like domain"
"IPR023214","EfaB_MINUS_20371.g1735","HAD-like domain"
"IPR023214","EfaB_PLUS_3833.g380","HAD-like domain"
"IPR023214","EfaB_MINUS_720.g63","HAD-like domain"
"IPR023214","EfaB_MINUS_15724.g1412","HAD-like domain"
"IPR023214","EfaB_PLUS_800.g86","HAD-like domain"
"IPR023214","EfaB_MINUS_17150.g1541","HAD-like domain"
"IPR023214","EfaB_MINUS_11789.g1034","HAD-like domain"
"IPR023214","EfaB_MINUS_30201.g2356","HAD-like domain"
"IPR023214","EfaB_PLUS_32601.g2378","HAD-like domain"
"IPR023214","EfaB_PLUS_43533.g2658","HAD-like domain"
"IPR023214","EfaB_PLUS_20412.g1739","HAD-like domain"
"IPR023214","EfaB_MINUS_1425.g192","HAD-like domain"
"IPR023214","EfaB_MINUS_9917.g908","HAD-like domain"
"IPR023214","EfaB_MINUS_7742.g733","HAD-like domain"
"IPR023214","EfaB_MINUS_32574.g2473","HAD-like domain"
"IPR023214","EfaB_PLUS_2526.g314","HAD-like domain"
"IPR023214","EfaB_PLUS_5670.g490","HAD-like domain"
"IPR023214","EfaB_PLUS_4337.g426","HAD-like domain"
"IPR023214","EfaB_PLUS_22450.g1828","HAD-like domain"
"IPR023214","EfaB_MINUS_42996.g2712","HAD-like domain"
"IPR023214","EfaB_MINUS_7742.g775","HAD-like domain"
"IPR023214","EfaB_MINUS_720.g51","HAD-like domain"
"IPR023214","EfaB_PLUS_11789.g1010","HAD-like domain"
"IPR023214","EfaB_MINUS_3881.g387","HAD-like domain"
"IPR023215","EfaB_PLUS_19717.g1619","Nitrophenylphosphatase-like  domain"
"IPR023215","EfaB_MINUS_31151.g2374","Nitrophenylphosphatase-like  domain"
"IPR023267","EfaB_MINUS_11414.g1003","RNA (C5-cytosine) methyltransferase"
"IPR023267","EfaB_MINUS_17195.g1549","RNA (C5-cytosine) methyltransferase"
"IPR023267","EfaB_PLUS_18869.g1601","RNA (C5-cytosine) methyltransferase"
"IPR023267","EfaB_PLUS_25019.g2029","RNA (C5-cytosine) methyltransferase"
"IPR023267","EfaB_PLUS_1425.g167","RNA (C5-cytosine) methyltransferase"
"IPR023267","EfaB_MINUS_20371.g1762","RNA (C5-cytosine) methyltransferase"
"IPR023271","EfaB_MINUS_20412.g1836","Aquaporin-like"
"IPR023271","EfaB_MINUS_1425.g188","Aquaporin-like"
"IPR023273","EfaB_MINUS_17195.g1549","RNA (C5-cytosine) methyltransferase, NOP2"
"IPR023280","EfaB_PLUS_12281.g1051","Ubiquitin-like 1 activating enzyme, catalytic cysteine domain"
"IPR023280","EfaB_MINUS_3455.g336","Ubiquitin-like 1 activating enzyme, catalytic cysteine domain"
"IPR023280","EfaB_MINUS_16742.g1478","Ubiquitin-like 1 activating enzyme, catalytic cysteine domain"
"IPR023298","EfaB_MINUS_25177.g2146","ATPase, P-type,  transmembrane domain"
"IPR023298","EfaB_MINUS_32574.g2472","ATPase, P-type,  transmembrane domain"
"IPR023298","EfaB_MINUS_32574.g2473","ATPase, P-type,  transmembrane domain"
"IPR023298","EfaB_MINUS_40565.g2659","ATPase, P-type,  transmembrane domain"
"IPR023298","EfaB_MINUS_9917.g908","ATPase, P-type,  transmembrane domain"
"IPR023298","EfaB_PLUS_43533.g2658","ATPase, P-type,  transmembrane domain"
"IPR023298","EfaB_MINUS_18472.g1656","ATPase, P-type,  transmembrane domain"
"IPR023299","EfaB_PLUS_43533.g2658","ATPase, P-type, cytoplasmic domain N"
"IPR023299","EfaB_PLUS_26415.g2153","ATPase, P-type, cytoplasmic domain N"
"IPR023299","EfaB_MINUS_42996.g2712","ATPase, P-type, cytoplasmic domain N"
"IPR023299","EfaB_MINUS_18472.g1656","ATPase, P-type, cytoplasmic domain N"
"IPR023299","EfaB_MINUS_720.g51","ATPase, P-type, cytoplasmic domain N"
"IPR023299","EfaB_PLUS_22284.g1815","ATPase, P-type, cytoplasmic domain N"
"IPR023299","EfaB_MINUS_11789.g1034","ATPase, P-type, cytoplasmic domain N"
"IPR023299","EfaB_MINUS_25177.g2146","ATPase, P-type, cytoplasmic domain N"
"IPR023299","EfaB_MINUS_40565.g2659","ATPase, P-type, cytoplasmic domain N"
"IPR023299","EfaB_PLUS_20412.g1739","ATPase, P-type, cytoplasmic domain N"
"IPR023299","EfaB_MINUS_9917.g908","ATPase, P-type, cytoplasmic domain N"
"IPR023299","EfaB_MINUS_32574.g2473","ATPase, P-type, cytoplasmic domain N"
"IPR023299","EfaB_MINUS_7742.g733","ATPase, P-type, cytoplasmic domain N"
"IPR023299","EfaB_PLUS_2526.g314","ATPase, P-type, cytoplasmic domain N"
"IPR023300","EfaB_PLUS_26415.g2153","ATPase,  P-type, cytoplasmic transduction domain A"
"IPR023300","EfaB_MINUS_25177.g2146","ATPase,  P-type, cytoplasmic transduction domain A"
"IPR023300","EfaB_MINUS_9917.g908","ATPase,  P-type, cytoplasmic transduction domain A"
"IPR023300","EfaB_MINUS_720.g51","ATPase,  P-type, cytoplasmic transduction domain A"
"IPR023300","EfaB_PLUS_14053.g1199","ATPase,  P-type, cytoplasmic transduction domain A"
"IPR023300","EfaB_MINUS_18472.g1656","ATPase,  P-type, cytoplasmic transduction domain A"
"IPR023300","EfaB_PLUS_2526.g314","ATPase,  P-type, cytoplasmic transduction domain A"
"IPR023300","EfaB_MINUS_11789.g1034","ATPase,  P-type, cytoplasmic transduction domain A"
"IPR023300","EfaB_PLUS_22284.g1815","ATPase,  P-type, cytoplasmic transduction domain A"
"IPR023300","EfaB_MINUS_40565.g2659","ATPase,  P-type, cytoplasmic transduction domain A"
"IPR023300","EfaB_PLUS_20412.g1739","ATPase,  P-type, cytoplasmic transduction domain A"
"IPR023300","EfaB_MINUS_7742.g733","ATPase,  P-type, cytoplasmic transduction domain A"
"IPR023300","EfaB_PLUS_25177.g2067","ATPase,  P-type, cytoplasmic transduction domain A"
"IPR023300","EfaB_MINUS_42996.g2712","ATPase,  P-type, cytoplasmic transduction domain A"
"IPR023300","EfaB_MINUS_32574.g2473","ATPase,  P-type, cytoplasmic transduction domain A"
"IPR023302","EfaB_MINUS_3973.g394","Peptidase S9A, oligopeptidase, N-terminal"
"IPR023306","EfaB_PLUS_2526.g314","ATPase, cation-transporting, domain N"
"IPR023306","EfaB_PLUS_26415.g2153","ATPase, cation-transporting, domain N"
"IPR023306","EfaB_MINUS_7742.g733","ATPase, cation-transporting, domain N"
"IPR023306","EfaB_PLUS_43533.g2658","ATPase, cation-transporting, domain N"
"IPR023306","EfaB_MINUS_25177.g2146","ATPase, cation-transporting, domain N"
"IPR023306","EfaB_MINUS_9917.g908","ATPase, cation-transporting, domain N"
"IPR023306","EfaB_MINUS_42996.g2712","ATPase, cation-transporting, domain N"
"IPR023306","EfaB_MINUS_720.g51","ATPase, cation-transporting, domain N"
"IPR023306","EfaB_MINUS_18472.g1656","ATPase, cation-transporting, domain N"
"IPR023306","EfaB_MINUS_11789.g1034","ATPase, cation-transporting, domain N"
"IPR023306","EfaB_MINUS_32574.g2473","ATPase, cation-transporting, domain N"
"IPR023313","EfaB_PLUS_6253.g592","Ubiquitin-conjugating enzyme, active site"
"IPR023313","EfaB_PLUS_5727.g505","Ubiquitin-conjugating enzyme, active site"
"IPR023313","EfaB_PLUS_25458.g2099","Ubiquitin-conjugating enzyme, active site"
"IPR023313","EfaB_MINUS_19717.g1700","Ubiquitin-conjugating enzyme, active site"
"IPR023313","EfaB_MINUS_1068.g161","Ubiquitin-conjugating enzyme, active site"
"IPR023313","EfaB_PLUS_5792.g541","Ubiquitin-conjugating enzyme, active site"
"IPR023313","EfaB_PLUS_8664.g838","Ubiquitin-conjugating enzyme, active site"
"IPR023313","EfaB_MINUS_12534.g1101","Ubiquitin-conjugating enzyme, active site"
"IPR023313","EfaB_MINUS_3973.g392","Ubiquitin-conjugating enzyme, active site"
"IPR023313","EfaB_PLUS_13398.g1172","Ubiquitin-conjugating enzyme, active site"
"IPR023313","EfaB_PLUS_20371.g1678","Ubiquitin-conjugating enzyme, active site"
"IPR023318","EfaB_PLUS_24701.g2013","Ubiquitin activating enzyme, alpha domain"
"IPR023332","EfaB_MINUS_34204.g2566","Proteasome A-type subunit"
"IPR023332","EfaB_MINUS_15349.g1300","Proteasome A-type subunit"
"IPR023332","EfaB_MINUS_25190.g2154","Proteasome A-type subunit"
"IPR023332","EfaB_PLUS_4849.g452","Proteasome A-type subunit"
"IPR023332","EfaB_MINUS_13227.g1182","Proteasome A-type subunit"
