Mouse Gene Identifier,Mouse Gene Product Description,Plasmodium Gene Indentifier,Plasmodium Gene Product Description,Interaction Type
ENSMUSG00000030465,pleckstrin and Sec7 domain containing 3 [Source:MGI Symbol;Acc:MGI:1918215],PBANKA_100410,"conserved Plasmodium protein, unknown function",Y2H-interologue
ENSMUSG00000024163,mitogen-activated protein kinase 8 interacting protein 3 [Source:MGI Symbol;Acc:MGI:1353598],PBANKA_100570,"conserved Plasmodium protein, unknown function",Y2H-interologue
ENSMUSG00000028465,talin 1 [Source:MGI Symbol;Acc:MGI:1099832],PBANKA_100570,"conserved Plasmodium protein, unknown function",Y2H-interologue
ENSMUSG00000031922,centrosomal protein 57 [Source:MGI Symbol;Acc:MGI:1915551],PBANKA_100570,"conserved Plasmodium protein, unknown function",Y2H-interologue
ENSMUSG00000007207,syntaxin 1A (brain) [Source:MGI Symbol;Acc:MGI:109355],PBANKA_101150,"conserved Plasmodium protein, unknown function",Y2H-interologue
ENSMUSG00000016541,ataxin 10 [Source:MGI Symbol;Acc:MGI:1859293],PBANKA_101150,"conserved Plasmodium protein, unknown function",Y2H-interologue
ENSMUSG00000026088,"MIT, microtubule interacting and transport, domain containing 1 [Source:MGI Symbol;Acc:MGI:1916278]",PBANKA_101150,"conserved Plasmodium protein, unknown function",Y2H-interologue
ENSMUSG00000030806,syntaxin 1B [Source:MGI Symbol;Acc:MGI:1930705],PBANKA_101150,"conserved Plasmodium protein, unknown function",Y2H-interologue
ENSMUSG00000031442,mcf.2 transforming sequence-like [Source:MGI Symbol;Acc:MGI:103263],PBANKA_101150,"conserved Plasmodium protein, unknown function",Y2H-interologue
ENSMUSG00000079480,"protein (peptidyl-prolyl cis/trans isomerase) NIMA-interacting, 4 (parvulin) [Source:MGI Symbol;Acc:MGI:1916963]",PBANKA_101150,"conserved Plasmodium protein, unknown function",Y2H-interologue
ENSMUSG00000090673,predicted gene 340 [Source:MGI Symbol;Acc:MGI:2685186],PBANKA_101150,"conserved Plasmodium protein, unknown function",Y2H-interologue
ENSMUSG00000034007,S phase cyclin A-associated protein in the ER [Source:MGI Symbol;Acc:MGI:1925976],PBANKA_101730,"conserved Plasmodium protein, unknown function",Y2H-interologue
ENSMUSG00000028553,angiopoietin-like 3 [Source:MGI Symbol;Acc:MGI:1353627],PBANKA_101970,"conserved Plasmodium protein, unknown function",Y2H-interologue
ENSMUSG00000031592,pericentriolar material 1 [Source:MGI Symbol;Acc:MGI:1277958],PBANKA_102250,"surface protein, putative",Y2H-interologue
ENSMUSG00000037754,"protein phosphatase 1, regulatory (inhibitor) subunit 16B [Source:MGI Symbol;Acc:MGI:2151841]",PBANKA_102710,"conserved Plasmodium protein, unknown function",Y2H-interologue
ENSMUSG00000028402,multiple PDZ domain protein [Source:MGI Symbol;Acc:MGI:1343489],PBANKA_103050,"conserved Plasmodium protein, unknown function",Y2H-interologue
ENSMUSG00000024420,zinc finger protein 521 [Source:MGI Symbol;Acc:MGI:95459],PBANKA_103210,"rhoptry-associated protein 1, putative",Y2H-interologue
ENSMUSG00000032743,RIKEN cDNA D430042O09 gene [Source:MGI Symbol;Acc:MGI:2442760],PBANKA_103210,"rhoptry-associated protein 1, putative",Y2H-interologue
ENSMUSG00000020609,apolipoprotein B [Source:MGI Symbol;Acc:MGI:88052],PBANKA_103220,"conserved Plasmodium protein, unknown function",Y2H-interologue
ENSMUSG00000028402,multiple PDZ domain protein [Source:MGI Symbol;Acc:MGI:1343489],PBANKA_103490,"pre-mRNA splicing factor, putative",Y2H-interologue
ENSMUSG00000015656,heat shock protein 8 [Source:MGI Symbol;Acc:MGI:105384],PBANKA_103560,"ATP-dependent Clp protease, putative",Y2H-interologue
ENSMUSG00000030465,pleckstrin and Sec7 domain containing 3 [Source:MGI Symbol;Acc:MGI:1918215],PBANKA_103560,"ATP-dependent Clp protease, putative",Y2H-interologue
ENSMUSG00000035325,Sec31 homolog A (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1916412],PBANKA_103560,"ATP-dependent Clp protease, putative",Y2H-interologue
ENSMUSG00000032536,"trafficking protein, kinesin binding 1 [Source:MGI Symbol;Acc:MGI:1914345]",PBANKA_103730,"conserved Plasmodium protein, unknown function",Y2H-interologue
ENSMUSG00000031594,fibrinogen-like protein 1 [Source:MGI Symbol;Acc:MGI:102795],PBANKA_110160,"chromosome assembly factor 1, putative",Y2H-interologue
ENSMUSG00000006740,kinesin family member 5B [Source:MGI Symbol;Acc:MGI:1098268],PBANKA_110240,"conserved Plasmodium protein, unknown function",Y2H-interologue
ENSMUSG00000011831,ecotropic viral integration site 5 [Source:MGI Symbol;Acc:MGI:104736],PBANKA_111680,"conserved Plasmodium protein, unknown function",Y2H-interologue
ENSMUSG00000025823,protein disulfide isomerase associated 4 [Source:MGI Symbol;Acc:MGI:104864],PBANKA_111680,"conserved Plasmodium protein, unknown function",Y2H-interologue
ENSMUSG00000026074,mitogen-activated protein kinase kinase kinase kinase 4 [Source:MGI Symbol;Acc:MGI:1349394],PBANKA_111680,"conserved Plasmodium protein, unknown function",Y2H-interologue
ENSMUSG00000032534,centrosomal protein 63 [Source:MGI Symbol;Acc:MGI:2158560],PBANKA_111680,"conserved Plasmodium protein, unknown function",Y2H-interologue
ENSMUSG00000056050,melanoma inhibitory activity protein 3 precursor  [Source:RefSeq peptide;Acc:NP_796363],PBANKA_111680,"conserved Plasmodium protein, unknown function",Y2H-interologue
ENSMUSG00000027865,ganglioside-induced differentiation-associated-protein 2 [Source:MGI Symbol;Acc:MGI:1338001],PBANKA_112200,"coronin binding protein, putative",Y2H-interologue
ENSMUSG00000002985,apolipoprotein E [Source:MGI Symbol;Acc:MGI:88057],PBANKA_112410,"conserved Plasmodium protein, unknown function",Y2H-interologue
ENSMUSG00000018736,nuclear distribution gene E-like homolog 1 (A. nidulans) [Source:MGI Symbol;Acc:MGI:1932915],PBANKA_112410,"conserved Plasmodium protein, unknown function",Y2H-interologue
ENSMUSG00000021782,"discs, large homolog 5 (Drosophila) [Source:MGI Symbol;Acc:MGI:1918478]",PBANKA_112410,"conserved Plasmodium protein, unknown function",Y2H-interologue
ENSMUSG00000029291,RUN and FYVE domain containing 3 [Source:MGI Symbol;Acc:MGI:106484],PBANKA_112410,"conserved Plasmodium protein, unknown function",Y2H-interologue
ENSMUSG00000029769,coiled-coil domain containing 136 [Source:MGI Symbol;Acc:MGI:1918128],PBANKA_112410,"conserved Plasmodium protein, unknown function",Y2H-interologue
ENSMUSG00000037519,"protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 1 [Source:MGI Symbol;Acc:MGI:1924750]",PBANKA_112410,"conserved Plasmodium protein, unknown function",Y2H-interologue
ENSMUSG00000063450,synaptic nuclear envelope 2 [Source:MGI Symbol;Acc:MGI:2449316],PBANKA_112410,"conserved Plasmodium protein, unknown function",Y2H-interologue
ENSMUSG00000006529,"inter-alpha trypsin inhibitor, heavy chain 1 [Source:MGI Symbol;Acc:MGI:96618]",PBANKA_112480,"conserved Plasmodium protein, unknown function",Y2H-interologue
ENSMUSG00000042302,EH domain binding protein 1 [Source:MGI Symbol;Acc:MGI:2667252],PBANKA_112490,"oxidoreductase, putative",Y2H-interologue
ENSMUSG00000030465,pleckstrin and Sec7 domain containing 3 [Source:MGI Symbol;Acc:MGI:1918215],PBANKA_112560,"pyruvate kinase, putative",Y2H-interologue
ENSMUSG00000002900,laminin B1 [Source:MGI Symbol;Acc:MGI:96743],PBANKA_112690,"protein kinase, putative",Y2H-interologue
ENSMUSG00000009073,neurofibromatosis 2 [Source:MGI Symbol;Acc:MGI:97307],PBANKA_112690,"protein kinase, putative",Y2H-interologue
ENSMUSG00000033377,palmdelphin [Source:MGI Symbol;Acc:MGI:2148896],PBANKA_112690,"protein kinase, putative",Y2H-interologue
ENSMUSG00000031950,gamma-aminobutyric acid (GABA) A receptor-associated protein-like 2 [Source:MGI Symbol;Acc:MGI:1890602],PBANKA_113150,"conserved Plasmodium protein, unknown function",Y2H-interologue
ENSMUSG00000020609,apolipoprotein B [Source:MGI Symbol;Acc:MGI:88052],PBANKA_113240,"conserved Plasmodium protein, unknown function",Y2H-interologue
ENSMUSG00000000049,apolipoprotein H [Source:MGI Symbol;Acc:MGI:88058],PBANKA_113270,"phosphatase 2A regulatory subunit-related protein, putative",Y2H-interologue
ENSMUSG00000056050,melanoma inhibitory activity protein 3 precursor  [Source:RefSeq peptide;Acc:NP_796363],PBANKA_113270,"phosphatase 2A regulatory subunit-related protein, putative",Y2H-interologue
ENSMUSG00000023944,"heat shock protein 90 alpha (cytosolic), class B member 1 [Source:MGI Symbol;Acc:MGI:96247]",PBANKA_113720,"Sec24 subunit, putative",Y2H-interologue
ENSMUSG00000026579,coagulation factor V [Source:MGI Symbol;Acc:MGI:88382],PBANKA_113840,"cysteine protease, putative",Y2H-interologue
ENSMUSG00000025085,actin-binding LIM protein 1 [Source:MGI Symbol;Acc:MGI:1194500],PBANKA_120200,"membrane skeletal protein, putative",Y2H-interologue
ENSMUSG00000006740,kinesin family member 5B [Source:MGI Symbol;Acc:MGI:1098268],PBANKA_120590,"transcription factor with AP2 domain(s), putative",Y2H-interologue
ENSMUSG00000020817,"rabaptin, RAB GTPase binding effector protein 1 [Source:MGI Symbol;Acc:MGI:1860236]",PBANKA_120590,"transcription factor with AP2 domain(s), putative",Y2H-interologue
ENSMUSG00000020900,"myosin, heavy polypeptide 10, non-muscle [Source:MGI Symbol;Acc:MGI:1930780]",PBANKA_120590,"transcription factor with AP2 domain(s), putative",Y2H-interologue
ENSMUSG00000022443,"myosin, heavy polypeptide 9, non-muscle [Source:MGI Symbol;Acc:MGI:107717]",PBANKA_120590,"transcription factor with AP2 domain(s), putative",Y2H-interologue
ENSMUSG00000024163,mitogen-activated protein kinase 8 interacting protein 3 [Source:MGI Symbol;Acc:MGI:1353598],PBANKA_120590,"transcription factor with AP2 domain(s), putative",Y2H-interologue
ENSMUSG00000026764,kinesin family member 5C [Source:MGI Symbol;Acc:MGI:1098269],PBANKA_120590,"transcription factor with AP2 domain(s), putative",Y2H-interologue
ENSMUSG00000074657,kinesin family member 5A [Source:MGI Symbol;Acc:MGI:109564],PBANKA_120590,"transcription factor with AP2 domain(s), putative",Y2H-interologue
ENSMUSG00000023944,"heat shock protein 90 alpha (cytosolic), class B member 1 [Source:MGI Symbol;Acc:MGI:96247]",PBANKA_121680,"conserved Plasmodium protein, unknown function",Y2H-interologue
ENSMUSG00000014195,"DnaJ (Hsp40) homolog, subfamily C, member 7 [Source:MGI Symbol;Acc:MGI:1928373]",PBANKA_122290,"proteasome subunit alpha type 5, putative",Y2H-interologue
ENSMUSG00000021270,"heat shock protein 90, alpha (cytosolic), class A member 1 [Source:MGI Symbol;Acc:MGI:96250]",PBANKA_122290,"proteasome subunit alpha type 5, putative",Y2H-interologue
ENSMUSG00000024862,kinesin light chain 2 [Source:MGI Symbol;Acc:MGI:107953],PBANKA_122710,"conserved Plasmodium protein, unknown function",Y2H-interologue
ENSMUSG00000029465,"actin related protein 2/3 complex, subunit 3 [Source:MGI Symbol;Acc:MGI:1928375]",PBANKA_122810,"transcription factor with AP2 domain(s), putative",Y2H-interologue
ENSMUSG00000076432,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, theta polypeptide [Source:MGI Symbol;Acc:MGI:891963]",PBANKA_122810,"transcription factor with AP2 domain(s), putative",Y2H-interologue
ENSMUSG00000030465,pleckstrin and Sec7 domain containing 3 [Source:MGI Symbol;Acc:MGI:1918215],PBANKA_124170,"conserved Plasmodium protein, unknown function",Y2H-interologue
ENSMUSG00000028967,ERBB receptor feedback inhibitor 1 [Source:MGI Symbol;Acc:MGI:1921405],PBANKA_130700,"conserved Plasmodium protein, unknown function",Y2H-interologue
ENSMUSG00000011751,spectrin beta 4 [Source:MGI Symbol;Acc:MGI:1890574],PBANKA_131230,"SNARE protein, putative",Y2H-interologue
ENSMUSG00000025085,actin-binding LIM protein 1 [Source:MGI Symbol;Acc:MGI:1194500],PBANKA_131230,"SNARE protein, putative",Y2H-interologue
ENSMUSG00000021279,CDC42 binding protein kinase beta [Source:MGI Symbol;Acc:MGI:2136459],PBANKA_131400,NADPH-cytochrome p450 reductase,Y2H-interologue
ENSMUSG00000017167,contactin associated protein-like 1 [Source:MGI Symbol;Acc:MGI:1858201],PBANKA_131550,"sortilin, putative",Y2H-interologue
ENSMUSG00000020571,protein disulfide isomerase associated 6 [Source:MGI Symbol;Acc:MGI:1919103],PBANKA_131550,"sortilin, putative",Y2H-interologue
ENSMUSG00000028229,"family with sequence similarity 82, member B [Source:MGI Symbol;Acc:MGI:1913552]",PBANKA_131550,"sortilin, putative",Y2H-interologue
ENSMUSG00000035203,epsin 1 [Source:MGI Symbol;Acc:MGI:1333763],PBANKA_132250,"conserved Plasmodium protein, unknown function",Y2H-interologue
ENSMUSG00000026864,heat shock protein 5 [Source:MGI Symbol;Acc:MGI:95835],PBANKA_132640,"glyceraldehyde-3-phosphate dehydrogenase, putative",Y2H-interologue
ENSMUSG00000032534,centrosomal protein 63 [Source:MGI Symbol;Acc:MGI:2158560],PBANKA_132710,"conserved Plasmodium protein, unknown function",Y2H-interologue
ENSMUSG00000021501,calcium modulating ligand [Source:MGI Symbol;Acc:MGI:104728],PBANKA_132980,"transcription factor with AP2 domain(s), putative",Y2H-interologue
ENSMUSG00000072966,G protein-coupled receptor associated sorting protein 2 [Source:MGI Symbol;Acc:MGI:2442071],PBANKA_132980,"transcription factor with AP2 domain(s), putative",Y2H-interologue
ENSMUSG00000022883,roundabout homolog 1 (Drosophila) [Source:MGI Symbol;Acc:MGI:1274781],PBANKA_133030,"rhoptry protein, putative",Y2H-interologue
ENSMUSG00000030847,BCL2-associated athanogene 3 [Source:MGI Symbol;Acc:MGI:1352493],PBANKA_133030,"rhoptry protein, putative",Y2H-interologue
ENSMUSG00000034088,high density lipoprotein (HDL) binding protein [Source:MGI Symbol;Acc:MGI:99256],PBANKA_133030,"rhoptry protein, putative",Y2H-interologue
ENSMUSG00000028850,G patch domain containing 3 [Source:MGI Symbol;Acc:MGI:2442492],PBANKA_133140,"conserved Plasmodium protein, unknown function",Y2H-interologue
ENSMUSG00000030465,pleckstrin and Sec7 domain containing 3 [Source:MGI Symbol;Acc:MGI:1918215],PBANKA_133140,"conserved Plasmodium protein, unknown function",Y2H-interologue
ENSMUSG00000026977,membrane-associated ring finger (C3HC4) 7 [Source:MGI Symbol;Acc:MGI:1931053],PBANKA_133430,"exported protein 2, putative",Y2H-interologue
ENSMUSG00000026864,heat shock protein 5 [Source:MGI Symbol;Acc:MGI:95835],PBANKA_133740,"adenosine-diphosphatase, putative",Y2H-interologue
ENSMUSG00000028229,"family with sequence similarity 82, member B [Source:MGI Symbol;Acc:MGI:1913552]",PBANKA_134320,"conserved Plasmodium protein, unknown function",Y2H-interologue
ENSMUSG00000021061,spectrin beta 1 [Source:MGI Symbol;Acc:MGI:98387],PBANKA_134890,"conserved Plasmodium protein, unknown function",Y2H-interologue
ENSMUSG00000041488,syntaxin 3 [Source:MGI Symbol;Acc:MGI:103077],PBANKA_134890,"conserved Plasmodium protein, unknown function",Y2H-interologue
ENSMUSG00000050708,ferritin light chain 1 [Source:MGI Symbol;Acc:MGI:95589],PBANKA_134890,"conserved Plasmodium protein, unknown function",Y2H-interologue
ENSMUSG00000062382,predicted pseudogene 10116 [Source:MGI Symbol;Acc:MGI:3779109],PBANKA_134890,"conserved Plasmodium protein, unknown function",Y2H-interologue
ENSMUSG00000026131,dystonin [Source:MGI Symbol;Acc:MGI:104627],PBANKA_135630,"conserved Plasmodium protein, unknown function",Y2H-interologue
ENSMUSG00000026131,dystonin [Source:MGI Symbol;Acc:MGI:104627],PBANKA_135720,"heat shock protein 70 (hsp70), putative",Y2H-interologue
ENSMUSG00000026864,heat shock protein 5 [Source:MGI Symbol;Acc:MGI:95835],PBANKA_135920,"DNA/RNA-binding protein Alba, putative",Y2H-interologue
ENSMUSG00000018326,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, beta polypeptide [Source:MGI Symbol;Acc:MGI:1891917]",PBANKA_135930,"conserved Plasmodium protein, unknown function",Y2H-interologue
ENSMUSG00000051391,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, gamma polypeptide [Source:MGI Symbol;Acc:MGI:108109]",PBANKA_135930,"conserved Plasmodium protein, unknown function",Y2H-interologue
ENSMUSG00000014195,"DnaJ (Hsp40) homolog, subfamily C, member 7 [Source:MGI Symbol;Acc:MGI:1928373]",PBANKA_136030,"conserved Plasmodium protein, unknown function",Y2H-interologue
ENSMUSG00000000538,target of myb1-like 2 (chicken) [Source:MGI Symbol;Acc:MGI:2443306],PBANKA_136440,"conserved Plasmodium protein, unknown function",Y2H-interologue
ENSMUSG00000025085,actin-binding LIM protein 1 [Source:MGI Symbol;Acc:MGI:1194500],PBANKA_136440,"conserved Plasmodium protein, unknown function",Y2H-interologue
ENSMUSG00000025278,"filamin, beta [Source:MGI Symbol;Acc:MGI:2446089]",PBANKA_136440,"conserved Plasmodium protein, unknown function",Y2H-interologue
ENSMUSG00000036499,early endosome antigen 1 [Source:MGI Symbol;Acc:MGI:2442192],PBANKA_140560,"U3 small nucleolar RNA-associated protein 6, putative",Y2H-interologue
ENSMUSG00000035152,"adaptor-related protein complex 2, beta 1 subunit [Source:MGI Symbol;Acc:MGI:1919020]",PBANKA_141030,"M1-family aminopeptidase, putative",Y2H-interologue
ENSMUSG00000002489,T-cell lymphoma invasion and metastasis 1 [Source:MGI Symbol;Acc:MGI:103306],PBANKA_141040,"vacuolar ATP synthase subunit a, putative",Y2H-interologue
ENSMUSG00000028161,"protein phosphatase 3, catalytic subunit, alpha isoform [Source:MGI Symbol;Acc:MGI:107164]",PBANKA_141040,"vacuolar ATP synthase subunit a, putative",Y2H-interologue
ENSMUSG00000061859,InaD-like (Drosophila) [Source:MGI Symbol;Acc:MGI:1277960],PBANKA_141040,"vacuolar ATP synthase subunit a, putative",Y2H-interologue
ENSMUSG00000033590,myosin VC [Source:MGI Symbol;Acc:MGI:2442485],PBANKA_141720,"conserved Plasmodium protein, unknown function",Y2H-interologue
ENSMUSG00000036768,kinesin family member 15 [Source:MGI Symbol;Acc:MGI:1098258],PBANKA_141720,"conserved Plasmodium protein, unknown function",Y2H-interologue
ENSMUSG00000092009,"myosin, heavy chain 15 [Source:MGI Symbol;Acc:MGI:3643515]",PBANKA_141720,"conserved Plasmodium protein, unknown function",Y2H-interologue
ENSMUSG00000001103,SEBOX homeobox [Source:MGI Symbol;Acc:MGI:108012],PBANKA_141790,"conserved Plasmodium protein, unknown function",Y2H-interologue
ENSMUSG00000021288,kinesin light chain 1 [Source:MGI Symbol;Acc:MGI:107978],PBANKA_141790,"conserved Plasmodium protein, unknown function",Y2H-interologue
ENSMUSG00000029245,Eph receptor A5 [Source:MGI Symbol;Acc:MGI:99654],PBANKA_141790,"conserved Plasmodium protein, unknown function",Y2H-interologue
ENSMUSG00000031950,gamma-aminobutyric acid (GABA) A receptor-associated protein-like 2 [Source:MGI Symbol;Acc:MGI:1890602],PBANKA_141790,"conserved Plasmodium protein, unknown function",Y2H-interologue
ENSMUSG00000055254,"neurotrophic tyrosine kinase, receptor, type 2 [Source:MGI Symbol;Acc:MGI:97384]",PBANKA_141790,"conserved Plasmodium protein, unknown function",Y2H-interologue
ENSMUSG00000025278,"filamin, beta [Source:MGI Symbol;Acc:MGI:2446089]",PBANKA_142080,"conserved Plasmodium protein, unknown function",Y2H-interologue
ENSMUSG00000052911,"laminin, beta 2 [Source:MGI Symbol;Acc:MGI:99916]",PBANKA_143410,"conserved Plasmodium protein, unknown function",Y2H-interologue
