[Gene ID]	[Fold Change]	[Chosen Comp (log2)]	[Chosen Ref (log2)]	[Previous ID(s)]	
TGME49_305220	-1.8	4.78	5.63	1891.t000034, 541.m01162, TGME49_105220, TgGLEAN_1626, TgGlmHMM_1896, TgTigrScan_2919, TgTwinScan_1942, mrna.TGME49_105220A, tigr:cds.TGME49_105220A	
TGME49_305230	-1.5	2.43	2.97	1891.t000036, TGME49_105230, TgGLEAN_1593, TgGlmHMM_1897, TgTwinScan_1943, mrna.TGME49_105230A, tigr:cds.TGME49_105230A	
TGME49_305240	-1.3	4.29	4.65	1891.t000037, 541.m01163, TGME49_105240, TgGLEAN_1627, TgGlmHMM_1898, TgTigrScan_2919, TgTwinScan_1944, mrna.TGME49_105240A, tigr:cds.TGME49_105240A	
TGME49_305250	-1.3	1.08	1.49	1891.t000038, 541.m00127, TGME49_105250, TgGLEAN_1628, TgGlmHMM_1898, TgTigrScan_2919, TgTigrScan_2920, TgTwinScan_1945, mrna.TGME49_105250A, tigr:cds.TGME49_105250A	
TGME49_305260	-1.4	3.37	3.82	1891.t000039, 541.m01165, TGME49_105260, TgGLEAN_1629, TgGlmHMM_1899, TgTigrScan_2921, TgTwinScan_1946, mrna.TGME49_105260A, tigr:cds.TGME49_105260A	
TGME49_305270	1	2.15	2.12	1891.t000040, 541.m01166, TGME49_105270, TgGLEAN_1630, TgGlmHMM_1899, TgTigrScan_2922, TgTwinScan_1947, mrna.TGME49_105270A, tigr:cds.TGME49_105270A	
TGME49_305280	-1.1	0	0.09	1891.t000041, 541.m01167, TGME49_105280, TgGLEAN_1631, TgGlmHMM_1899, TgTigrScan_2923, mrna.TGME49_105280A, tigr:cds.TGME49_105280A	
TGME49_305290	-1.3	6.44	6.79	1891.t000042, 541.m02058, TGME49_105290, TgGLEAN_1592, TgGlmHMM_1900, TgTigrScan_2924, TgTwinScan_1948, mrna.TGME49_105290A, tigr:cds.TGME49_105290A	
TGME49_305310	-1.5	2.8	3.34	1891.t000043, 541.m01168, TGME49_105310, TgGLEAN_1590, TgGLEAN_1591, TgGlmHMM_1900, TgTigrScan_2924, TgTigrScan_2925, TgTwinScan_1949, mrna.TGME49_105310A, tigr:cds.TGME49_105310A	
TGME49_305315	-1.3	3.47	3.88	1891.t000044, TGME49_105315	
TGME49_305320	-1.3	3.58	3.95	1891.t000045, 541.m01169, TGME49_105320, TgGLEAN_1632, TgGlmHMM_1901, TgTigrScan_2926, TgTwinScan_1950, mrna.TGME49_105320A, tigr:cds.TGME49_105320A	
TGME49_305330	-1.2	3.51	3.77	1891.t000046, 541.m01170, TGME49_105330, TgGLEAN_1589, TgGlmHMM_1902, TgTigrScan_2927, TgTwinScan_1951, mrna.TGME49_105330A, tigr:cds.TGME49_105330A	
TGME49_305340	-1.6	4.77	5.44	1891.t000047, 541.m01172, 541.m02532, TGME49_105340, TgGLEAN_1633, TgGLEAN_1634, TgGlmHMM_1904, TgTigrScan_2930, TgTigrScan_2931, TgTwinScan_1952, mrna.TGME49_105340A, tigr:cds.TGME49_105340A	
TGME49_305450	-1.9	4.03	4.92	1891.t000048, 541.m01173, TGME49_105450, TgGLEAN_1588, TgGlmHMM_1905, TgTigrScan_2932, TgTwinScan_1953, mrna.TGME49_105450A, tigr:cds.TGME49_105450A	
TGME49_305455	-1.8	3.6	4.41	1891.t000049, TGME49_105455	
TGME49_305460	-1.1	4.72	4.86	1891.t000050, 541.m00143, TGME49_105460, TgGLEAN_1587, TgGlmHMM_1907, TgTigrScan_2934, TgTwinScan_1955, mrna.TGME49_105460A, tigr:cds.TGME49_105460A	
TGME49_305470	-1.6	2.07	2.75	1891.t000051, 541.m01176, TGME49_105470, TgGLEAN_1586, TgGlmHMM_1909, TgTigrScan_2936, TgTigrScan_2937, TgTwinScan_1957, mrna.TGME49_105470A, tigr:cds.TGME49_105470A	
TGME49_305480	-1.3	3	3.35	1891.t000052, 541.m01178, TGME49_105480, TgGLEAN_1637, TgGlmHMM_1910, TgTigrScan_2938, TgTwinScan_1958, mrna.TGME49_105480A, tigr:cds.TGME49_105480A	
TGME49_305485	-1.1	0	0.1	1891.t000053, TGME49_105485	
TGME49_305490	-1.3	4.02	4.43	1891.t000054, 541.m02042, TGME49_105490, TgGLEAN_1639, TgGlmHMM_1910, TgTigrScan_2940, TgTwinScan_1958, mrna.TGME49_105490A, tigr:cds.TGME49_105490A	
TGME49_305498	-1.2	0	0.24	1891.t000164, TGME49_105498	
TGME49_305510	-1	4.25	4.28	1891.t000055, 541.m00131, TGME49_105510, TgGLEAN_1640, TgGlmHMM_1910, TgTigrScan_2941, TgTwinScan_1959, mrna.TGME49_105510A, tigr:cds.TGME49_105510A	
TGME49_305520	1.3	11.46	11.12	1891.t000056, 541.m00133, TGME49_105520, TgGLEAN_1641, TgGlmHMM_1910, TgTigrScan_2942, TgTwinScan_1960, mrna.TGME49_105520A, tigr:cds.TGME49_105520A	
TGME49_305530	-1.4	0.43	0.91	1891.t000057, 541.m00132, TGME49_105530, TgGLEAN_1642, TgGlmHMM_1911, mrna.TGME49_105530A, tigr:cds.TGME49_105530A	
TGME49_305540	-1.3	4.01	4.41	1891.t000058, 541.m01181, TGME49_105540, TgGLEAN_1585, TgGlmHMM_1912, TgTigrScan_2943, TgTwinScan_1961, mrna.TGME49_105540A, tigr:cds.TGME49_105540A	
TGME49_305560	-1.4	2.49	3.03	1891.t000059, 541.m01182, TGME49_105560, TgGLEAN_1643, TgGlmHMM_1913, TgTigrScan_2944, TgTwinScan_1962, mrna.TGME49_105560A, tigr:cds.TGME49_105560A	
TGME49_305570	-1.4	2.26	2.73	1891.t000060, 541.m01183, TGME49_105570, TgGLEAN_1584, TgGlmHMM_1914, TgTigrScan_2945, TgTwinScan_1963, mrna.TGME49_105570A, tigr:cds.TGME49_105570A	
TGME49_305580	-3.2	0.71	2.41	1891.t000061, 541.m01184, TGME49_105580, TgGlmHMM_1915, TgTigrScan_2946, mrna.TGME49_105580A, tigr:cds.TGME49_105580A	
TGME49_305590	-1.1	2.37	2.49	1891.t000062, 541.m01185, TGME49_105590, TgGLEAN_1644, TgGlmHMM_1916, TgTigrScan_2947, TgTwinScan_1964, mrna.TGME49_105590A, tigr:cds.TGME49_105590A	
TGME49_305600	-1.3	3.67	4.05	1891.t000063, 541.m01186, TGME49_105600, TgGLEAN_1645, TgGlmHMM_1916, TgTigrScan_2947, TgTwinScan_1965, mrna.TGME49_105600A, tigr:cds.TGME49_105600A	
TGME49_305610	-1.2	4.11	4.41	1891.t000064, TGME49_105610, TgGLEAN_1583, TgGlmHMM_1917, TgTigrScan_2948, TgTwinScan_1966, mrna.TGME49_105610A, tigr:cds.TGME49_105610A	
TGME49_305620	-1.5	3.13	3.71	1891.t000065, 541.m02056, TGME49_105620, TgGLEAN_1582, TgGlmHMM_1917, TgTigrScan_2948, TgTwinScan_1967, mrna.TGME49_105620A, tigr:cds.TGME49_105620A	
TGME49_305630	-1.4	1.71	2.19	1891.t000066, TGME49_105630, TgGLEAN_1647, TgGlmHMM_1918, TgTigrScan_2950, TgTwinScan_1968, mrna.TGME49_105630A, tigr:cds.TGME49_105630A	
TGME49_305635	-1.1	4.49	4.61	1891.t000067, TGME49_105635	
TGME49_305640	-1.5	2.23	2.81	1891.t000068, 541.m01187, TGME49_105640, TgGLEAN_1581, TgGlmHMM_1919, TgTigrScan_2951, TgTwinScan_1970, mrna.TGME49_105640A, tigr:cds.TGME49_105640A	
TGME49_305750	-1.2	4.83	5.11	1891.t000069, 541.m01188, TGME49_105750, TgGLEAN_1648, TgGlmHMM_1920, TgTigrScan_2952, TgTwinScan_1971, mrna.TGME49_105750A, tigr:cds.TGME49_105750A	
TGME49_305760	-1.3	2.6	2.99	1891.t000070, 541.m01189, TGME49_105760, TgGLEAN_1580, TgGlmHMM_1921, TgTigrScan_2953, TgTwinScan_1972, mrna.TGME49_105760A, tigr:cds.TGME49_105760A	
TGME49_305770	-1.5	3.37	3.96	1891.t000071, 541.m01190, TGME49_105770, TgGLEAN_1649, TgGlmHMM_1922, TgTigrScan_2954, TgTwinScan_1973, mrna.TGME49_105770A, tigr:cds.TGME49_105770A	
TGME49_305780	-1.3	3.76	4.1	1891.t000072, 541.m01191, TGME49_105780, TgGLEAN_1650, TgGlmHMM_1922, TgTigrScan_2954, TgTwinScan_1975, mrna.TGME49_105780A, tigr:cds.TGME49_105780A	
TGME49_305790	-1.3	4.73	5.07	1891.t000073, 541.m01192, TGME49_105790, TgGLEAN_1579, TgGlmHMM_1923, TgTigrScan_2955, TgTwinScan_1976, mrna.TGME49_105790A, tigr:cds.TGME49_105790A	
TGME49_305800	-1.3	4.01	4.4	1891.t000074, 541.m01193, TGME49_105800, TgGLEAN_1578, TgGlmHMM_1923, TgTigrScan_2957, TgTwinScan_1977, mrna.TGME49_105800A, tigr:cds.TGME49_105800A	
TGME49_305810	-1.3	3.94	4.3	1891.t000075, 541.m01194, TGME49_105810, TgGLEAN_1652, TgGlmHMM_1924, TgTigrScan_2958, TgTwinScan_1978, mrna.TGME49_105810A, tigr:cds.TGME49_105810A	
TGME49_305820	-1.1	5.84	5.96	1891.t000076, 541.m01195, TGME49_105820, TgGLEAN_1653, TgGlmHMM_1925, TgTigrScan_2959, TgTwinScan_1979, mrna.TGME49_105820A, tigr:cds.TGME49_105820A	
TGME49_305830	-4.6	2.44	4.64	1891.t000077, 541.m02521, TGME49_105830, TgGLEAN_1654, TgGlmHMM_1925, TgTigrScan_2960, TgTwinScan_1980, mrna.TGME49_105830A, tigr:cds.TGME49_105830A	
TGME49_305840	-1.4	2.85	3.36	1891.t000078, TGME49_105840, TgGLEAN_1655, TgGlmHMM_1925, TgTigrScan_2960, TgTwinScan_1981, mrna.TGME49_105840A, tigr:cds.TGME49_105840A	
TGME49_305850	-1.2	5.98	6.29	1891.t000079, 541.m01196, TGME49_105850, TgGLEAN_1577, TgGlmHMM_1926, TgTigrScan_2961, TgTwinScan_1982, mrna.TGME49_105850A, tigr:cds.TGME49_105850A	
TGME49_305860	-1.4	6.12	6.55	1891.t000080, 541.m00134, TGME49_105860, TgGLEAN_1656, TgGLEAN_1657, TgGlmHMM_1927, TgTigrScan_2962, TgTigrScan_2963, TgTwinScan_1983, mrna.TGME49_105860A, tigr:cds.TGME49_105860A	
TGME49_305870	-1.2	4.92	5.16	1891.t000081, 541.m01198, TGME49_105870, TgTigrScan_2964, mrna.TGME49_105870A, tigr:cds.TGME49_105870A	
TGME49_305890	-2.7	0.97	2.39	1891.t000082, 541.m02514, TGME49_105890, TgGLEAN_1574, TgGlmHMM_1929, TgTwinScan_1986, mrna.TGME49_105890A, tigr:cds.TGME49_105890A	
TGME49_305900	-1.2	4.43	4.65	1891.t000084, 541.m01200, TGME49_105900, mrna.TGME49_105900A, tigr:cds.TGME49_105900A	
TGME49_305910	-2.2	1.63	2.76	1891.t000085, 541.m01201, TGME49_105910, TgGLEAN_1571, TgGlmHMM_1930, TgTigrScan_2968, TgTwinScan_1990, mrna.TGME49_105910A, tigr:cds.TGME49_105910A	
TGME49_305920	-1.4	2.85	3.31	1891.t000086, 541.m00135, TGME49_105920, TgGLEAN_1658, TgGlmHMM_1931, TgTigrScan_2969, TgTwinScan_1991, mrna.TGME49_105920A, tigr:cds.TGME49_105920A	
TGME49_305930	-1.5	4.54	5.08	1891.t000087, 541.m01203, TGME49_105930, TgGLEAN_1570, TgTigrScan_2970, TgTwinScan_1992, mrna.TGME49_105930A, tigr:cds.TGME49_105930A	
TGME49_305940	-1.5	3.24	3.81	1891.t000088, 541.m00136, TGME49_105940, TgGLEAN_1659, TgGlmHMM_1931, TgTigrScan_2971, TgTwinScan_1993, mrna.TGME49_105940A, tigr:cds.TGME49_105940A	
TGME49_305950	-1.8	3.03	3.86	1891.t000089, 541.m02062, TGME49_105950, TgGLEAN_1569, TgGlmHMM_1932, TgTigrScan_2972, TgTwinScan_1994, mrna.TGME49_105950A, tigr:cds.TGME49_105950A	
TGME49_305980	-1.2	4.11	4.43	1891.t000090, 541.m01207, TGME49_105980, TgGLEAN_1660, TgGlmHMM_1933, TgTigrScan_2973, TgTwinScan_1995, mrna.TGME49_105980A, tigr:cds.TGME49_105980A	
TGME49_305990	-1.4	3.57	4.02	1891.t000091, 541.m02523, TGME49_105990, TgGlmHMM_1933, TgTigrScan_2973, mrna.TGME49_105990A, tigr:cds.TGME49_105990A	
TGME49_306000	-1.7	3.29	4.08	1891.t000092, 541.m01208, TGME49_106000, TgGLEAN_1661, TgGLEAN_1662, TgGlmHMM_1933, TgGlmHMM_1934, TgTigrScan_2974, TgTigrScan_2975, TgTwinScan_1996, mrna.TGME49_106000A, tigr:cds.TGME49_106000A	
TGME49_306010	-1.1	0	0.12	1891.t000162, 541.m02524, TGME49_106010, TgGLEAN_1663, TgTigrScan_2976, mrna.TGME49_106010A, tigr:cds.TGME49_106010A	
TGME49_306020	1	0.97	0.91	1891.t000093, 541.m01209, TGME49_106020, TgGLEAN_1664, TgGlmHMM_1935, TgTigrScan_2977, TgTigrScan_2978, TgTwinScan_1997, mrna.TGME49_106020A, tigr:cds.TGME49_106020A	
TGME49_306030	-1.4	4.94	5.46	1891.t000094, 541.m00142, TGME49_106030, TgGLEAN_1568, TgGlmHMM_1936, TgTigrScan_2979, TgTwinScan_1998, mrna.TGME49_106030A, tigr:cds.TGME49_106030A	
TGME49_306035	-1.4	1.66	2.14	1891.t000095, TGME49_106035	
TGME49_306040	-1.5	2.85	3.42	1891.t000096, 541.m01211, TGME49_106040, TgGLEAN_1567, TgGlmHMM_1936, TgTigrScan_2979, TgTigrScan_2980, TgTwinScan_1999, mrna.TGME49_106040A, tigr:cds.TGME49_106040A	
TGME49_306050	-4.4	6.19	8.33	1891.t000097, 541.m01212, TGME49_106050, TgGLEAN_1665, TgGlmHMM_1937, TgTigrScan_2981, TgTwinScan_2000, mrna.TGME49_106050A, tigr:cds.TGME49_106050A	
TGME49_306060	1.2	3.09	2.87	1891.t000098, 541.m00141, TGME49_106060, TgGLEAN_1566, TgGlmHMM_1938, TgTigrScan_2982, TgTwinScan_2001, mrna.TGME49_106060A, tigr:cds.TGME49_106060A	
TGME49_306070	-1.7	2.99	3.76	1891.t000100, 541.m01214, TGME49_106070, TgGLEAN_1666, TgGlmHMM_1939, TgTigrScan_2983, TgTwinScan_2002, mrna.TGME49_106070A, tigr:cds.TGME49_106070A	
TGME49_306080	-1.6	2.71	3.4	1891.t000101, 541.m01215, TGME49_106080, TgGLEAN_1667, TgGlmHMM_1939, TgTigrScan_2985, TgTwinScan_2003, mrna.TGME49_106080A, tigr:cds.TGME49_106080A	
TGME49_306190	-2	5.18	6.18	1891.t000102, 541.m01217, TGME49_106190, TgGLEAN_1668, TgGlmHMM_1940, TgTigrScan_2986, TgTwinScan_2004, mrna.TGME49_106190A, tigr:cds.TGME49_106190A	
TGME49_306195	-1.3	3.63	3.98	1891.t000103, TGME49_106195	
TGME49_306200	-1	4.74	4.75	1891.t000104, TGME49_106200, TgGlmHMM_1940, TgTigrScan_2986, mrna.TGME49_106200A, tigr:cds.TGME49_106200A	
TGME49_306210	-1.3	3.82	4.21	1891.t000105, 541.m01218, TGME49_106210, TgGLEAN_1669, TgGlmHMM_1940, TgTigrScan_2986, TgTwinScan_2005, mrna.TGME49_106210A, tigr:cds.TGME49_106210A	
TGME49_306220	-1.3	4.16	4.55	1891.t000106, 541.m01219, TGME49_106220, TgGLEAN_1670, TgGlmHMM_1940, TgTigrScan_2987, TgTwinScan_2006, mrna.TGME49_106220A, tigr:cds.TGME49_106220A	
TGME49_306230	-2	3.65	4.67	1891.t000107, 541.m01221, TGME49_106230, TgGLEAN_1673, TgGlmHMM_1940, TgTigrScan_2990, TgTigrScan_2991, TgTwinScan_2008, mrna.TGME49_106230A, tigr:cds.TGME49_106230A	
TGME49_306235	-1.4	4.94	5.44	1891.t000108, TGME49_106235	
TGME49_306240	-1.4	5.25	5.76	1891.t000109, 541.m02525, TGME49_106240, TgGLEAN_1674, TgGlmHMM_1940, TgTigrScan_2993, TgTwinScan_2011, mrna.TGME49_106240A, tigr:cds.TGME49_106240A	
TGME49_306250	1.1	3.47	3.37	1891.t000110, 541.m01222, TGME49_106250, TgTigrScan_2996, mrna.TGME49_106250A, tigr:cds.TGME49_106250A	
TGME49_306260	-1.2	3	3.25	1891.t000112, 541.m01223, TGME49_106260, TgTigrScan_2997, mrna.TGME49_106260A, tigr:cds.TGME49_106260A	
TGME49_306270	-1.2	4.75	5.05	1891.t000113, 541.m02054, TGME49_106270, TgGlmHMM_1942, TgTwinScan_2013, mrna.TGME49_106270A, tigr:cds.TGME49_106270A	
TGME49_306280	-1	5.24	5.26	1891.t000114, 541.m01224, TGME49_106280, TgGLEAN_1565, TgGlmHMM_1942, TgTigrScan_2998, mrna.TGME49_106280A, tigr:cds.TGME49_106280A	
TGME49_306290	-1.1	3.18	3.37	1891.t000115, 541.m01225, TGME49_106290, TgGLEAN_1564, TgGlmHMM_1942, TgTigrScan_2999, TgTwinScan_2014, mrna.TGME49_106290A, tigr:cds.TGME49_106290A	
TGME49_306300	-1.2	1.42	1.67	1891.t000116, 541.m01226, TGME49_106300, TgGLEAN_1677, TgGlmHMM_1943, TgTigrScan_3001, TgTwinScan_2015, mrna.TGME49_106300A, tigr:cds.TGME49_106300A	
TGME49_306310	-1.5	3.12	3.7	1891.t000117, 541.m01227, TGME49_106310, TgGLEAN_1562, TgGlmHMM_1944, TgTigrScan_3003, TgTwinScan_2016, mrna.TGME49_106310A, tigr:cds.TGME49_106310A	
TGME49_306320	-1.4	2.79	3.24	1891.t000118, 541.m02063, TGME49_106320, TgGLEAN_1679, TgGlmHMM_1945, TgTigrScan_3004, TgTwinScan_2017, mrna.TGME49_106320A, tigr:cds.TGME49_106320A	
TGME49_306330	-1.5	4.92	5.52	1891.t000119, 541.m02064, TGME49_106330, TgGLEAN_1680, TgGlmHMM_1945, TgTigrScan_3004, TgTwinScan_2018, mrna.TGME49_106330A, tigr:cds.TGME49_106330A	
TGME49_306334	-1.1	0	0.1	1891.t000165, TGME49_106334	
TGME49_306338	-1.6	2.11	2.74	1891.t000120, 541.m01230, TGME49_106340, TgGLEAN_1561, TgGlmHMM_1946, TgTigrScan_3005, TgTigrScan_3006, TgTwinScan_2019	
TGME49_306342	-1.4	1.57	2.09	1891.t000121, TGME49_106340, TgGLEAN_1561, TgGlmHMM_1946, TgTigrScan_3005, TgTigrScan_3006, TgTwinScan_2019, mrna.TGME49_106340A, tigr:cds.TGME49_106340A	
TGME49_306350	1.1	3.07	2.95	1891.t000122, 541.m01232, TGME49_106350, TgGLEAN_1681, TgGlmHMM_1947, TgTigrScan_3007, TgTwinScan_2020, mrna.TGME49_106350A, tigr:cds.TGME49_106350A	
TGME49_306370	1	2.53	2.49	1891.t000123, 541.m02526, TGME49_106370, TgTigrScan_3007, mrna.TGME49_106370A, tigr:cds.TGME49_106370A	
TGME49_306380	-1.4	5.25	5.76	1891.t000124, 541.m01233, TGME49_106380, TgGLEAN_1560, TgGlmHMM_1948, TgTigrScan_3008, TgTwinScan_2021, mrna.TGME49_106380A, tigr:cds.TGME49_106380A	
TGME49_306390	-1	8.24	8.27	1891.t000125, 541.m01234, TGME49_106390, TgGLEAN_1682, TgGlmHMM_1949, TgTwinScan_2022, mrna.TGME49_106390A, tigr:cds.TGME49_106390A	
TGME49_306400	-1.5	3.61	4.18	1891.t000126, 541.m02045, TGME49_106400, TgGLEAN_1683, TgGlmHMM_1949, TgTigrScan_3009, TgTwinScan_2023, mrna.TGME49_106400A, tigr:cds.TGME49_106400A	
TGME49_306410	-1.3	2.63	3.03	1891.t000127, 541.m02527, TGME49_106410, TgGLEAN_1683, TgGlmHMM_1949, TgTigrScan_3009, TgTwinScan_2024, mrna.TGME49_106410A, tigr:cds.TGME49_106410A	
TGME49_306430	-1.4	3.49	3.99	1891.t000128, 541.m01235, TGME49_106430, TgGLEAN_1559, TgGlmHMM_1950, TgTigrScan_3010, TgTwinScan_2025, mrna.TGME49_106430A, tigr:cds.TGME49_106430A	
TGME49_306440	-1.4	3.42	3.92	1891.t000129, 541.m00138, TGME49_106440, TgGLEAN_1684, TgGlmHMM_1951, TgTigrScan_3011, TgTigrScan_3012, TgTwinScan_2026, mrna.TGME49_106440A, tigr:cds.TGME49_106440A	
TGME49_306450	1	2.5	2.44	1891.t000130, 541.m01237, TGME49_106450, TgGLEAN_1558, TgGlmHMM_1952, TgTwinScan_2027, mrna.TGME49_106450A, tigr:cds.TGME49_106450A	
TGME49_306455	1.3	7.42	7.05	1891.t000131, TGME49_106455	
TGME49_306460	-1.4	2.98	3.49	1891.t000132, 541.m02046, TGME49_106460, TgGLEAN_1684, TgGlmHMM_1953, TgTigrScan_3012, TgTwinScan_2028, mrna.TGME49_106460A, tigr:cds.TGME49_106460A	
TGME49_306470	-1.3	3.39	3.82	1891.t000133, 541.m01239, TGME49_106470, TgGLEAN_1685, TgGlmHMM_1953, TgTigrScan_3013, TgTwinScan_2029, mrna.TGME49_106470A, tigr:cds.TGME49_106470A	
TGME49_306480	-1.6	3.34	4.03	1891.t000134, 541.m01240, TGME49_106480, TgGLEAN_1686, TgGlmHMM_1953, TgTigrScan_3015, TgTwinScan_2030, mrna.TGME49_106480A, tigr:cds.TGME49_106480A	
TGME49_306490	-1.8	1.1	1.96	1891.t000135, 541.m01241, TGME49_106490, TgGLEAN_1555, TgGLEAN_1556, TgGlmHMM_1954, TgTigrScan_3016, mrna.TGME49_106490A, tigr:cds.TGME49_106490A	
TGME49_306500	1	3.26	3.24	1891.t000136, 541.m02047, TGME49_106500, TgGLEAN_1687, TgGlmHMM_1955, TgGlmHMM_1956, TgTigrScan_3017, TgTwinScan_2031, mrna.TGME49_106500A, tigr:cds.TGME49_106500A	
TGME49_306510	-1.8	3.41	4.28	1891.t000137, 541.m01242, TGME49_106510, TgGLEAN_1554, TgGlmHMM_1957, TgTigrScan_3018, mrna.TGME49_106510A, tigr:cds.TGME49_106510A	
TGME49_306520	1.2	4	3.73	1891.t000138, 541.m00139, TGME49_106520, TgGLEAN_1689, TgGlmHMM_1958, TgTigrScan_3019, TgTwinScan_2033, mrna.TGME49_106520A, tigr:cds.TGME49_106520A	
TGME49_306530	-1.3	2.73	3.12	1891.t000139, 541.m02053, TGME49_106530, TgGlmHMM_1959, TgTigrScan_3020, mrna.TGME49_106530A, tigr:cds.TGME49_106530A	
TGME49_306540	-1.8	3.85	4.71	1891.t000140, 541.m02528, TGME49_106540, TgGLEAN_1690, TgGlmHMM_1960, TgTigrScan_3021, TgTwinScan_2034, mrna.TGME49_106540A, tigr:cds.TGME49_106540A	
TGME49_306550	-1.2	1.49	1.81	1891.t000141, 541.m01244, TGME49_106550, TgGLEAN_1553, TgGlmHMM_1961, TgTigrScan_3022, TgTwinScan_2035, mrna.TGME49_106550A, tigr:cds.TGME49_106550A	
TGME49_306560	-1.3	3.74	4.15	1891.t000142, 541.m01245, TGME49_106560, TgGLEAN_1691, TgGlmHMM_1962, TgTigrScan_3023, TgTwinScan_2036, mrna.TGME49_106560A, tigr:cds.TGME49_106560A	
TGME49_306570	-1.4	2.19	2.71	1891.t000143, 541.m02052, TGME49_106570, TgGLEAN_1552, TgGlmHMM_1963, TgTigrScan_3024, TgTwinScan_2037, mrna.TGME49_106570A, tigr:cds.TGME49_106570A	
TGME49_306580	-1.3	2.19	2.53	1891.t000144, 541.m02512, TGME49_106580, TgGlmHMM_1963, TgTwinScan_2037, mrna.TGME49_106580A, tigr:cds.TGME49_106580A	
TGME49_306590	-1.4	3.96	4.43	1891.t000145, 541.m01246, TGME49_106590, TgGLEAN_1551, TgGlmHMM_1963, TgTigrScan_3026, TgTwinScan_2038, mrna.TGME49_106590A, tigr:cds.TGME49_106590A	
TGME49_306600	-1.3	5.01	5.38	1891.t000146, TGME49_106600, TgGLEAN_1551, TgGlmHMM_1963, TgTigrScan_3026, TgTwinScan_2039, mrna.TGME49_106600A, tigr:cds.TGME49_106600A	
TGME49_306610	-1.2	3.12	3.43	1891.t000147, 541.m02511, TGME49_106610, TgGLEAN_1550, TgGlmHMM_1963, TgTigrScan_3027, TgTwinScan_2040, mrna.TGME49_106610A, tigr:cds.TGME49_106610A	
TGME49_306620	-1.3	3.19	3.61	1891.t000148, 541.m01247, TGME49_106620, TgGLEAN_1549, TgGlmHMM_1963, TgTigrScan_3028, TgTwinScan_2041, mrna.TGME49_106620A, tigr:cds.TGME49_106620A	
TGME49_306630	-1.2	3.43	3.66	1891.t000149, 541.m01248, TGME49_106630, TgGLEAN_1547, TgGlmHMM_1963, TgTigrScan_3031, TgTwinScan_2042, mrna.TGME49_106630A, tigr:cds.TGME49_106630A	
TGME49_306640	-2.1	3.26	4.31	1891.t000150, 541.m02068, TGME49_106640, TgGLEAN_1547, TgGlmHMM_1963, TgTigrScan_3031, TgTwinScan_2043, mrna.TGME49_106640A, tigr:cds.TGME49_106640A	
TGME49_306650	-1.2	6.68	6.99	1891.t000151, 541.m02067, TGME49_106650, TgGLEAN_1546, TgGlmHMM_1963, TgTigrScan_3032, TgTwinScan_2044, mrna.TGME49_106650A, tigr:cds.TGME49_106650A	
TGME49_306660	-1.2	2.63	2.94	1891.t000152, 541.m02065, TGME49_106660, TgGLEAN_1545, TgGlmHMM_1964, TgTigrScan_3032, TgTwinScan_2045, mrna.TGME49_106660A, tigr:cds.TGME49_106660A	
TGME49_306670	-1.1	7.87	7.97	1891.t000153, 541.m01250, TGME49_106670, TgGLEAN_1543, TgGlmHMM_1964, TgTigrScan_3034, TgTwinScan_2046, mrna.TGME49_106670A, tigr:cds.TGME49_106670A	
TGME49_306680	1.1	6.16	6.05	1891.t000154, 541.m02048, TGME49_106680, TgGLEAN_1694, TgGlmHMM_1965, TgTigrScan_3036, TgTwinScan_2047, mrna.TGME49_106680A, tigr:cds.TGME49_106680A	
TGME49_306688	1	0	0	1891.t000163, 541.m01251, TGME49_106690	
TGME49_306692	1	0.66	0.64	1891.t000155, TGME49_106690, mrna.TGME49_106690A, tigr:cds.TGME49_106690A	
TGME49_306700	-1.2	2.19	2.51	1891.t000157, TGME49_106700	
TGME49_306710	-1	3.34	3.37	1891.t000158, TGME49_106710	
TGME49_306720	-1.3	3.63	4.03	1891.t000159, TGME49_106720	
TGME49_306730	-1.1	5.69	5.84	1891.t000160, TGME49_106730	
TGME49_306860	1.1	0.44	0.25	1911.t000733, TGME49_106860	
TGME49_306870	-1.1	2.49	2.66	1911.t000734, TGME49_106870	
TGME49_306880	-1.1	0.14	0.28	1911.t000735, TGME49_106880	
TGME49_306890	-1.1	5.33	5.53	1911.t000736, 542.m00217, TGME49_106890, TgGLEAN_6717, TgGlmHMM_1967, TgTigrScan_0767, TgTwinScan_2050, mrna.TGME49_106890A, tigr:cds.TGME49_106890A	
TGME49_306895	1.3	4.85	4.42	1911.t000738, TGME49_106895	
TGME49_306900	-1	3.76	3.8	1911.t000739, 542.m00334, TGME49_106900, TgGLEAN_6716, TgGlmHMM_1968, TgTwinScan_2051, mrna.TGME49_106900A, tigr:cds.TGME49_106900A	
TGME49_306910	-1.5	4.84	5.38	1911.t000740, 542.m00218, TGME49_106910, TgGLEAN_6715, TgGlmHMM_1968, TgTigrScan_0768, TgTigrScan_0769, TgTwinScan_2052, mrna.TGME49_106910A, tigr:cds.TGME49_106910A	
TGME49_306920	-1.4	3.07	3.56	1911.t000741, 542.m00219, TGME49_106920, TgGLEAN_6721, TgGlmHMM_1969, TgTigrScan_0770, TgTwinScan_2053, mrna.TGME49_106920A, tigr:cds.TGME49_106920A	
